 Daytime,Elapsed,Hydro,Hydro %,Set Up,Set Up %,
 Advection,Advection %,HTurb,HTurb %,VTurb,VTurb %,Behavior,
 Behavior %,Update,Update %
        0.0417,        0.1130,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000,        0.0000
